Time.point.number	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2
PWY.7385..1.3.propanediol.biosynthesis..engineered.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.992882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.7388..octanoyl..acyl.carrier.protein..biosynthesis..mitochondria..yeast.	9.92204	7.64171	10.769	7.2106	9.55464	3.43078	3.96042	0.510795	2.36046	0.913444	3.80095	0	0	11.4938	5.54424	3.05856	17.1144	15.5217	15.9873	10.8383	1.38595	23.7007	0.525931	4.85151	8.17552	5.56442	12.8372	6.18443	10.3501	1.21542	7.54089	2.62305	0	14.5089	3.10293	3.12585	2.36603	48.4357	5.15898	1.69802	0.833764	75.0059	1.81231	0.610309	5.38006	4.5059	7.8431	114.823	40.9128	6.2201	0	0.469608	5.23022	4.1731	18.0587	3.48327	1.46223	4.86335	3.9327	15.6637	7.69581	3.99846	4.43754	5.69425	2.16487	9.74864	0.534051	1.76248	0	4.80987	5.08261	0.516305	0	1.05319	1.44318	5.94251	0.231874	2.8453	22.8923	1.76907
PWY.7389..superpathway.of.anaerobic.energy.metabolism..invertebrates.	3.45814	2.83675	2.25441	0	0	0	0	0	0	0	2.20068	0	0	3.72757	0.501556	0.251738	0	1.00575	0	0	0	0	0.334236	0	0	0.639753	0	0	0	0.266265	0	0	0	5.87015	0	1.72651	0	0	1.74074	0	0	0	1.73603	0	0	0	0	0	0	1.52438	0	0	0	0	0	0	0	1.92968	0	2.40893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283059	0	0	0	0
PWY.7391..isoprene.biosynthesis.II..engineered.	1.16661	0.467231	0	0	0	0	5.28928	0	0	0	1.72629	0	0	0.699218	0	0	0	0.282935	0.223846	0	0	0	0.855544	0	0	1.40316	0	0	0	0.594114	0	0	0	1.6257	0	0.671271	0	2.18952	0	0	0	8.90581	2.00875	0	0	0	0	0.155145	0	0	0	0	0	0.408153	0	0	0	1.39507	0.673738	0	1.0482	0	1.71532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.7392..taxadiene.biosynthesis..engineered.	14.2435	9.12232	4.44861	0	5.06475	3.40459	5.0846	0	10.1857	0	7.52826	3.35512	0.565753	10.3709	10.2356	0	4.06247	13.9948	4.57971	1.10177	0	0	0.721568	15.1824	4.9313	4.9605	0	1.47895	0	0.715021	0	0	0	2.60321	3.94998	1.63587	2.97192	44.1937	11.7662	2.1822	1.66422	9.64548	0.766968	0	1.47758	0	0	10.6348	8.56641	1.31513	0	0	0	1.44612	0	5.39666	1.37691	2.72635	0.458877	1.03562	3.61539	2.01649	1.76518	3.55671	10.0573	2.64465	0	2.38093	3.04247	0	9.58849	1.23142	0	0	0	8.03312	1.15267	0	7.41456	0
PWY.7399..methylphosphonate.degradation.II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.492084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.7400..L.arginine.biosynthesis.IV..archaebacteria.	73.5115	42.5252	55.6373	9.86843	33.6036	51.0816	90.4559	75.9178	46.327	2.90586	35.6869	71.6934	30.1314	58.7549	43.0525	60.8429	24.8413	90.8423	67.9188	38.1579	207.813	11.1905	87.1876	85.9775	73.2207	52.1748	44.6519	27.0939	3.41009	88.8081	94.242	21.9762	16.0526	67.1322	109.422	69.6306	152.912	237.401	50.2463	36.5284	5.24882	114.643	84.8796	0	32.0875	37.8399	55.4814	140.179	118.751	67.084	25.0805	95.4764	79.2866	78.508	14.5434	38.4648	50.4282	43.4435	55.0308	76.3391	38.3822	59.528	76.7105	52.95	45.837	26.4693	79.0626	14.3478	41.0274	64.0789	87.4017	56.9931	37.1757	28.6443	13.8063	66.7183	85.2895	55.0779	72.2012	45.1455
PWY.7409..phospholipid.remodeling..phosphatidylethanolamine..yeast.	4.55751	2.38408	2.74051	0	0.42773	0.389555	0.924746	0	0	0	1.32978	0.459431	0	3.62184	0.254875	0	13.8472	7.90243	5.52741	0.646677	0.167105	0.286348	0	0	0.761554	0.875953	5.04032	0	0	0.260928	0.347767	0	0	0.613603	1.8343	1.05343	0.568535	26.4667	2.94169	0	0	70.9343	0.321322	0	0	0.569562	0	32.3307	15.9073	0.872882	0	0	0	0	0	0.735869	0	0.638231	0	5.81415	0	1.5936	0	1.85254	0.302693	0.52051	0	0.230028	0	0	2.9465	0	0	0	0	1.66405	0	0.271053	6.4885	0.4737
PWY.7411..superpathway.of.phosphatidate.biosynthesis..yeast.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.401234	0	0	0	0	0	0	0	0	0	0	0.148699	0	0	0	0	0	0	0	0	0	0	0	0.954708	0	0	0	0	0	0.131442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.7420..monoacylglycerol.metabolism..yeast.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.482065	0	0	0	0	0	0.197822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.7431..aromatic.biogenic.amine.degradation..bacteria.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.7446..sulfoglycolysis	5.19416	2.21323	3.97065	0	0.244063	0	0.174285	0	0	0	0.422011	0.702807	0.134949	6.44933	0.605888	0.103759	17.6728	6.33637	13.2133	0.254296	0	0	0	0.209748	0.131692	1.99738	4.42571	0.139194	0	0.154625	0.301235	0	0	0.632987	0.904582	2.18504	0.918192	0	0.134082	0	0	79.9069	0.24881	0	0	0.366358	0.405373	41.2923	25.8628	0	0	0	0	0	0	0.222992	0.303202	1.09101	0	13.8789	0.333755	3.18941	0	0.194149	0.783993	0.915783	0	0.4633	0	0	2.96739	0.101902	0	0	0	2.72885	0	0	17.986	0.527996
PWY.7456..mannan.degradation	72.7389	31.9035	2.51165	21.563	0	25.3943	12.6081	27.782	0	5.69703	31.8336	33.942	4.69345	12.7481	29.1094	99.5971	0	13.415	0	9.88461	0	0	37.1401	45.2802	2.53101	30.1003	0	57.0356	60.8829	4.33784	0	19.6465	22.6583	4.20698	0	40.0843	73.9419	0	12.9293	10.4181	0.805692	0	1.23976	0	26.315	27.2852	30.4815	0	26.036	15.3251	15.9409	0	7.26929	32.7284	1.85861	0	46.423	5.37592	0	29.6851	16.6418	10.4996	18.679	1.15919	28.2631	32.6795	3.27161	29.2058	15.7096	1.31096	0	104.171	13.1288	17.3411	17.5813	3.1624	4.24788	14.3864	0	36.868
PWY.7527..L.methionine.salvage.cycle.III	0	0	0	0	1.22125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.327716	0	0	0	0	0	0	0	0	0	5.65032	0	0	0	0	0	0.60571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.7528..L.methionine.salvage.cycle.I..bacteria.and.plants.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.557735	0	0	0	0.362551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.7539..6.hydroxymethyl.dihydropterin.diphosphate.biosynthesis.III..Chlamydia.	8.33032	7.14311	6.33059	1.08831	5.01326	8.19404	2.01921	18.7856	7.24546	12.4142	7.0567	15.5306	0.62599	12.0214	10.7274	2.7043	16.4838	16.8876	32.44	4.27094	5.47674	21.5745	2.13773	2.74525	3.91073	16.9241	18.2209	4.03701	19.0436	3.96677	0.844509	11.0576	4.08446	2.78316	33.1871	5.7897	4.65445	7.3481	51.9918	3.00362	3.73239	71.009	12.6587	0	1.94329	1.20724	1.87258	59.491	44.7447	17.3493	3.8376	7.32281	11.7659	1.10729	1.5795	6.42964	4.69604	20.6128	68.9814	27.1815	4.1382	3.32402	6.43482	13.999	10.1168	12.8985	8.57601	3.1455	9.0853	2.72517	4.81729	1.81621	7.84415	0	6.37955	13.3828	77.7215	6.93515	30.8096	1.55106
PWY.7546..diphthamide.biosynthesis..eukaryotes.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.7560..methylerythritol.phosphate.pathway.II	34.5231	20.8354	38.853	3.89187	53.3794	10.4875	60.1213	23.7918	18.9736	0	21.8264	44.8185	7.88141	38.714	23.8351	0	8.58818	40.5751	85.9211	15.0067	4.90083	0	33.8117	54.2879	62.8205	34.0699	23.2809	2.49093	0.738308	16.4149	0	3.7259	7.90114	33.9228	42.7046	19.3001	9.53004	137.662	49.6145	4.50228	2.33687	8.54527	40.5781	0	14.088	5.57902	13.0224	72.986	85.5222	49.0934	7.81552	19.4748	31.1163	68.4893	26.2808	18.4984	39.5216	50.0295	129.208	151.67	29.7461	6.98754	69.4354	49.4534	23.3354	36.5458	17.6307	12.4387	7.79809	18.9407	27.6024	29.362	23.4153	10.1687	33.3783	39.3804	4.42183	22.4646	78.8526	18.455
PWY.7619..juniperonate.biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0603547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.7663..gondoate.biosynthesis..anaerobic.	62.1045	42.561	199.243	61.7871	62.0355	78.7452	62.4228	176.981	107.217	178.999	82.454	84.8764	52.7853	38.5022	99.8981	60.7897	29.4965	48.1904	152.561	85.4611	101.566	140.558	43.017	122.68	90.1635	158.871	241.121	94.4105	194.914	124.911	555.878	176.31	227.797	70.7111	90.8374	38.5684	27.5093	66.5788	109.025	35.0405	77.5807	127.665	23.6736	286.999	105.842	98.8976	127.105	155.704	100.036	22.9984	39.6854	47.7309	64.1658	158.797	76.6924	87.6315	243.681	139.346	189.327	161.732	95.342	58.1388	98.9855	89.0247	156.489	300.229	79.6086	138.864	104.845	193.149	90.6127	44.7194	10.5457	120.397	78.2543	89.3458	224.731	125.297	113.825	109.016
PWY.7664..oleate.biosynthesis.IV..anaerobic.	13.652	10.3607	16.0145	10.7004	13.8053	5.02236	5.72765	0.933643	3.50348	1.36738	5.57042	0	0	14.8199	8.14519	4.46997	21.3094	19.3896	23.6565	15.1855	2.06169	35.1364	0.782983	7.19155	11.6811	8.27075	19.09	8.95658	15.3031	1.81344	11.4283	3.9338	0	19.4694	4.55672	4.46616	3.73434	50.1038	7.54258	2.4689	1.24233	89.3998	2.59298	0.916933	7.86623	6.61105	11.7176	152.765	50.1127	8.02691	0	0.70026	7.49625	6.21363	26.1169	5.12975	2.18973	7.21396	5.85552	23.1029	11.4665	6.23341	6.48695	8.29569	3.22645	14.6538	1.00708	2.63323	0	7.16116	7.38831	0.768977	0	1.57731	2.14517	8.6016	0.347659	4.23123	32.3758	2.63759
PWY.821..superpathway.of.sulfur.amino.acid.biosynthesis..Saccharomyces.cerevisiae.	5.08088	3.81948	4.70414	1.95105	2.72761	3.16253	1.71399	0.99201	0.325221	0	8.20846	0	0.343332	7.10399	3.08606	0.246694	0	3.94977	0.922614	1.582	0	0	0.491948	4.90422	3.38813	3.59164	6.81769	4.25789	0	0.880091	0.697354	0	0	10.528	1.27907	5.70629	2.34069	1.45031	1.09394	0.744522	1.21791	2.04946	3.65065	0	3.57449	1.70395	1.13586	2.99136	5.7637	2.62907	0	0	0	0.519681	0	0.44762	0.857804	4.43629	0.362101	10.3509	0	2.38679	1.74412	3.68335	1.11525	1.71018	0	0.449389	0	0.306043	2.63068	0	0	0.399579	0.692168	2.34709	0.330646	2.59918	12.0319	1.65467
PWY.841..superpathway.of.purine.nucleotides.de.novo.biosynthesis.I	48.568	42.8816	50.9477	15.9373	25.211	37.779	8.88693	56.9653	58.0029	19.1068	38.4274	28.4073	23.1732	34.5035	61.6149	43.1633	20.5531	35.756	63.121	25.2573	68.5376	16.6739	27.7421	60.6031	46.2578	43.9921	23.9216	41.4981	13.8018	25.4332	20.5045	27.208	7.25595	44.5326	25.4195	38.7156	36.1775	60.4004	38.0755	31.0756	54.023	140.896	40.4865	3.25711	43.0245	9.31092	36.109	93.9793	72.8339	52.2835	26.9446	39.6358	32.4434	43.2089	8.27611	12.4568	23.2296	23.6152	173.655	51.3825	30.9764	15.1207	19.9961	54.4637	63.0028	37.6742	12.0035	17.8514	38.5257	47.5752	31.3144	88.8858	20.8441	82.4732	27.0543	32.5019	51.9172	50.1597	61.1628	72.174
PWY.922..mevalonate.pathway.I	1.41316	0.541243	1.10274	0	0	0	7.17382	0.489737	1.81148	0	2.24548	0	1.10063	0.972993	0.283766	0	0.874322	1.1902	2.02196	0.890785	0.248233	0	1.23414	2.19085	1.9235	1.63878	0	0.361209	0	1.25247	0	0	0	1.89216	2.42631	0.770155	0	5.14768	4.27617	0	0	14.3694	2.63343	0	0	0	0	1.08839	0.33265	0.321865	0	1.39293	2.33145	4.34585	1.49069	0.31384	0.331049	1.64273	1.14571	0.731514	1.24581	0	5.79953	2.26384	0	0	1.35949	0.786288	0	0	1.6669	0	0.286904	0.725149	0.204015	1.01961	0	0	0.703508	1.47338
PWY0.1061..superpathway.of.L.alanine.biosynthesis	26.5978	12.942	16.1721	5.45948	10.4207	2.65349	23.142	5.1047	3.15397	0	8.59782	2.83751	1.97282	25.7209	4.83592	1.6685	27.4388	39.7711	38.3365	5.76039	1.41144	1.29825	3.17063	7.48118	29.301	11.8051	14.3929	0	0	5.41547	2.27437	0	0	12.4818	12.3624	9.49968	6.78616	96.3461	18.7605	1.10651	1.61266	123.56	8.60683	0	2.32027	3.85804	6.11207	84.3997	59.4672	3.00304	0.77157	0.451168	13.7089	12.5732	6.89665	2.33738	1.02464	6.51631	20.2382	28.1919	2.51207	10.7633	12.0988	11.2169	3.79335	7.69737	3.07804	5.87118	0.578763	2.92933	15.9768	0.218495	0	0.405546	2.26726	14.7207	0.772037	1.57742	31.391	2.62908
PWY0.1241..ADP.L.glycero..beta..D.manno.heptose.biosynthesis	4.62873	3.11969	4.1365	3.97199	4.99687	0.871278	0.640478	1.23276	0.230857	0	1.32918	0.527757	0.569216	6.26037	1.04044	0.28271	16.8025	8.47443	10.7086	1.26314	0.0907041	0.145096	0.179457	1.4912	2.67995	2.45412	5.00742	0	0	0.42696	0.849355	0	0	5.7542	1.61617	1.60165	1.92465	21.8913	2.92987	0	0.188569	73.9152	0.724599	0	0.807721	0.804728	4.09479	62.3838	24.1008	0.960483	0	0	0	1.3225	2.65648	1.35985	0.718747	0.933873	0	10.0289	1.79244	1.93055	2.43352	1.97628	0.328582	4.97212	0.75949	0.724694	0	0.397156	2.73167	0.225327	0	0	1.94414	3.38798	0.122116	0.586374	14.5393	1.37322
PWY0.1261..anhydromuropeptides.recycling	36.4099	20.314	16.0701	5.77625	12.1681	5.89762	6.96279	0	0.901157	0	10.5546	0	6.37532	26.6801	4.70984	5.64021	43.7667	35.2531	44.027	8.52354	1.32439	1.22306	6.17104	13.5441	13.5331	13.1971	21.5733	8.21657	0	4.85839	5.82528	2.21236	1.70243	16.069	14.2154	13.6638	12.019	87.116	18.0275	4.32995	1.49839	199.084	5.43158	0	10.9768	7.28206	0	114.429	80.2125	5.34027	0	0	13.2466	6.97806	7.58293	1.84562	4.1064	13.3149	5.30512	48.835	6.46627	9.49405	6.30129	10.8426	2.45573	8.43902	4.03433	4.14599	0	4.02911	18.4193	1.34699	0	2.55036	6.504	22.5021	7.57822	11.4441	53.1516	6.534
PWY0.1277..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation	5.7746	2.49781	3.55679	0	1.09301	0.447866	0.382772	0	0	0	1.47312	0	0	5.43814	0.47185	0	16.0081	14.4123	7.52918	0.83393	0	0	0	0	1.48737	1.26477	4.46093	0	0	0	0.550802	0	0	1.66286	0	1.47419	0.754294	24.7216	2.64803	1.13552	0	70.4938	0	0	0	0	0	42.5506	20.0517	0.730156	0	0	1.30865	0	0.827053	0.622552	0	1.10715	0	7.83873	0	1.78642	0	0.812855	0.4695	0	0	0.281722	0	0	3.48274	0	0	0	0.732766	4.56031	0	0	10.8456	0
PWY0.1296..purine.ribonucleosides.degradation	70.2681	52.1214	118.882	77.7915	95.8381	91.4412	98.5436	226.909	83.2224	72.0209	65.5877	152.348	30.8381	70.7683	69.1757	79.5589	26.8243	56.8322	69.9324	121.455	206.138	43.1015	138.744	87.6826	127.684	68.6813	99.5884	117.516	96.0412	152.802	82.0585	96.8312	97.1266	121.78	221.122	50.4709	106.72	278.024	125.023	52.9748	69.0849	174.136	166.659	125.9	90.0203	93.7327	45.3769	165.493	92.7992	68.4188	39.6821	104.869	140.515	76.1937	35.6931	93.366	134.001	108.523	192.888	102.211	57.579	48.1475	144.357	97.2545	97.3834	70.8028	230.674	140.632	91.9041	114.24	157.961	178.117	119.646	203.998	101.289	132.87	94.3817	78.5925	102.958	46.4042
PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation	23.2749	13.1804	32.2884	3.50454	6.79537	6.94786	44.5567	14.0462	10.6863	4.17169	15.0812	12.7449	4.28548	23.8468	11.399	17.2932	26.2616	37.3184	52.863	9.02047	5.97603	0.851723	44.2285	14.877	63.1813	15.3174	23.6416	6.52725	16.3917	38.4631	12.0392	4.56938	2.3031	19.4039	15.4286	14.3673	13.7912	97.1315	29.5743	4.50246	3.53011	173.797	28.6037	18.9819	14.269	13.0728	6.44532	168.498	71.1585	15.5662	5.2672	15.0105	27.8697	23.1135	10.221	8.88722	16.9031	14.1593	83.6435	63.2944	8.85536	7.54758	30.8864	12.6452	4.90512	9.07404	20.3998	7.75069	7.51607	7.33067	31.5398	10.3867	10.2086	8.52287	3.24981	16.4383	8.12323	1.77915	45.3558	12.5383
PWY0.1298..superpathway.of.pyrimidine.deoxyribonucleosides.degradation	10.3204	3.91692	12.0762	1.42163	6.06302	18.3778	20.9731	3.88566	2.66254	1.04736	3.23731	9.77088	2.83115	9.13798	1.75718	1.4229	20.4849	15.3039	16.0316	5.94885	48.3104	1.40178	19.6338	21.3357	8.16665	2.9043	6.86499	2.70838	7.88148	8.21689	13.194	0.599704	2.32391	5.43046	58.5904	5.70487	3.62016	27.3939	7.40905	0.971395	0.391452	90.4544	59.5973	0	2.62975	11.3803	3.86125	63.6437	30.5874	11.7992	0	36.4831	1.26474	1.47448	0.816342	5.02675	4.80349	6.59006	3.21874	13.8047	3.98202	2.50429	17.8161	5.04807	4.52804	1.84293	3.73469	14.6698	2.01127	8.37639	6.00254	1.01655	5.83826	0.584125	5.058	10.7739	17.8191	2.92684	19.0121	2.51665
PWY0.1319..CDP.diacylglycerol.biosynthesis.II	107.514	81.8052	279.895	252.294	81.9637	120.645	110.371	308.701	120.724	227.291	90.7417	164.527	59.7406	67.3626	114.088	106.073	25.8062	88.0143	188.48	152.668	268.976	100.819	125.412	149.811	162.883	224.333	288.117	202.388	218.938	189.524	637.066	153.867	148.721	165.506	260.471	68.2959	132.867	272.995	167.539	87.0875	134.551	110.957	209.495	363.74	141.307	137.175	319.888	135.271	135.11	81.8898	59.5179	141.549	156.076	192.806	136.638	126.096	237.945	198.39	307.121	280.26	152.81	145.328	150.72	140.759	138.983	158.323	217.762	217.786	120.021	179.784	160.463	268.084	98.5525	233.121	110.725	163.124	289.283	155.862	178.013	121.114
PWY0.1338..polymyxin.resistance	4.4233	2.64529	2.50373	0	0.542506	0.411635	0.322821	0	0	0	0.840018	0.214472	0.146547	8.5201	0.540985	0.127839	18.1478	7.71432	9.95272	0.431216	0.0406301	0.19346	0.0987605	0	0.714905	1.89051	4.06935	0	0	0	0.248323	0	0	0.286965	0.965528	2.08018	0.603058	14.6653	1.75762	0	0.23254	64.6924	0.102974	0	0.714116	0.190588	0.349326	46.0647	33.1769	0.812261	0	0	0	0	0	0	0.950691	1.17943	0	8.82426	0	1.04864	0	0.770398	0.339154	0.720885	0	0.221447	0	0	2.48773	0	0	0	0.644384	1.86715	0	0.11402	15.0388	0.141132
PWY0.1415..superpathway.of.heme.biosynthesis.from.uroporphyrinogen.III	3.24737	1.48703	4.06192	0	0.838337	2.03475	1.40887	0	0	0	1.5385	0.927533	1.0819	3.99268	1.33943	0.503994	0.621521	2.82966	3.69717	0.910432	0	0	0.77208	0	1.5867	2.09776	9.02299	0	0	0.355643	0	0	0	2.27971	1.87425	3.37502	0.954056	8.2806	2.83445	0.816645	0	2.40345	0.587755	0	0	0	2.15202	1.91711	12.7442	0	0	0	0	0.383646	0.899411	0.461815	1.91053	0.788223	0	13.3633	1.03316	2.54083	0	2.56586	0.734117	1.04183	0	1.45596	0	0	4.06558	0.272685	0	0	0.590883	6.9947	0.699811	0.384021	12.0064	1.64649
PWY0.1479..tRNA.processing	0	0	0	0.891255	1.64255	0	1.11377	0	2.79733	0.714294	0	0	0	0	1.29828	0.649534	0	0	0	0.652241	0	0	0.81832	1.22367	11.9164	0	2.67403	0	0	2.63843	0	6.85944	3.64336	0.526276	0	2.28295	1.17445	1.7329	0	1.75382	3.46023	0	0	0	5.67667	0	0	0	0	0.245214	0	0	0	0.332516	0	0.855172	2.22639	0	1.97591	0	0	0	0	0	0	0	0.302149	1.88726	0	0	0	0	0	0	2.71538	0	0	8.12791	1.93525	0
PWY0.1533..methylphosphonate.degradation.I	5.60136	2.74435	3.15484	0	0.996844	0.384722	0.258801	0	0	0	0.675569	0	0.155578	5.11293	0.358948	0.153929	9.84592	6.90273	7.78787	0.133693	0	0.173374	0	0	0.614085	1.2652	3.64169	0	0	0	0	0	0	0.750563	1.22784	1.59407	0.475558	16.1135	1.85468	0	0	54.7748	0.472252	0	0	0	0.534393	36.2667	16.2792	0.622934	0	0	0	0	0	0	0.245145	0.658733	0	8.85972	0.458959	1.74149	0	1.09403	0.211614	0.487438	0	0.472025	0	0	1.77841	0	0	0	0.141088	2.84864	0.14667	0	10.3647	0
PWY0.1586..peptidoglycan.maturation..meso.diaminopimelate.containing.	35.8442	15.4515	27.7425	5.6887	9.2048	29.8063	27.1501	37.8421	10.8208	35.6596	19.1901	35.3443	2.14104	35.283	17.5262	24.9215	79.3019	67.9397	63.3842	50.5228	106.368	30.1769	11.5125	14.6225	23.8466	36.3662	47.1058	24.7739	76.3733	15.2051	20.3417	36.0463	33.0856	22.2831	51.8233	18.3125	4.75076	158.586	58.0239	28.6174	49.2296	275.791	19.409	18.8181	17.9113	16.6797	9.51103	169.81	140.91	23.7176	11.4812	13.308	23.8213	6.022	4.47534	21.8643	44.5097	20.0706	25.6141	79.3817	6.68159	16.2046	36.8051	47.2442	30.0915	27.5665	47.0373	53.5911	11.2367	43.1755	46.2237	72.1385	12.3636	14.0655	24.7509	25.86	68.6503	14.7452	72.068	22.5468
PWY0.162..superpathway.of.pyrimidine.ribonucleotides.de.novo.biosynthesis	52.9049	35.4983	21.4865	10.4511	13.4406	60.0501	38.6462	19.6624	65.5249	80.3034	34.5027	54.3057	32.3471	24.6642	14.8153	51.0699	20.3188	26.5658	45.3818	53.8951	72.1242	8.80936	33.4179	60.6915	46.9202	109.216	99.2967	63.9397	58.849	45.8824	53.8016	261.09	173.155	33.0883	38.2534	34.6037	31.8786	37.9901	6.89577	11.686	33.9349	101.788	44.4836	40.4252	55.3431	65.6841	60.1836	105.299	66.5386	49.881	22.6224	69.7776	19.21	30.6332	10.0806	28.0514	49.2781	39.9968	42.7974	44.4391	22.7561	11.7086	53.165	45.1987	70.615	159.401	14.1028	64.9992	39.607	28.0174	23.0105	138.077	19.2606	131.224	8.90455	32.0313	64.1841	51.4801	61.9526	92.5209
PWY0.166..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis..E..coli.	44.9692	34.7752	68.0164	24.8129	56.1253	52.2237	31.5181	60.9877	74.5435	78.0117	27.1111	61.3969	36.1677	24.7139	66.5507	35.1689	16.9311	26.4127	56.9666	44.1616	53.7565	15.4235	24.4776	42.1047	33.2244	69.0518	46.8331	65.0825	62.2696	33.1635	40.5381	114.169	84.1666	33.9406	18.4219	29.1802	24.1045	36.5377	27.5699	31.2954	41.3823	158.133	30.5358	100.694	75.9423	64.2888	57.4992	81.5792	63.552	40.8102	26.5427	43.6161	20.4279	46.5612	8.3925	25.3538	52.8224	65.9999	134.298	84.5522	16.9882	8.94109	62.387	68.5168	46.1909	66.5932	11.1703	49.076	61.4452	81.2017	31.4686	132.737	16.5981	50.4771	32.1011	87.1271	61.178	54.2985	72.2858	38.611
PWY0.321..phenylacetate.degradation.I..aerobic.	3.24631	0.307774	2.41648	0	0.361693	0.581172	0.487508	0	0	0	0	0	0	4.04074	0.586667	0	13.3916	4.08218	11.2602	0	0.151017	0	0	0	0.445946	0.830681	3.80298	0	0	0	0	0	0	0.224577	0.491556	0.258945	0.692985	0	0.165946	0	0	41.2609	0	0	0	0	0	0	15.0261	0	0	0	0	0	0	0	0	1.14436	0	8.90601	0	2.18472	0	0	0.355115	0	0	0.111822	0	0	1.8635	0	0	0	0	1.65426	0	0	11.5571	0
PWY0.41..allantoin.degradation.IV..anaerobic.	1.13631	1.47763	0.415108	0	0.540357	0.776416	0.218412	0	0	0	0.843305	0	0.213254	1.41543	0.361098	0	0	3.35279	7.28659	0.456265	0	0	0	0	0.301072	0.861971	0	0	0	0	0	0	0	0.258253	0	1.41405	0.594397	1.01139	0	0	0	48.7302	0.255991	0	0	0	0.373853	1.52716	2.1096	0.416314	0	0	0	0	0	0.208961	0	0.395386	0	0	0	1.61611	0	0.432606	0	0	0	0.207779	0	0	1.71529	0	0	0	0	0.908112	0	0	2.80112	0
