GO	kazan5500_2015_05_26_1_L01_1HP	kazan5500_2015_05_26_1_L01_2HP	kazan5500_2015_05_26_1_L01_3HP	kazan5500_2015_05_26_1_L01_4HP	kazan5500_2015_05_26_1_L01_5HP	kazan5500_2015_05_26_1_L01_6HP	kazan5500_2015_05_26_1_L01_8HP	kazan5500_2015_05_26_1_L02_10HP	kazan5500_2015_05_26_1_L02_11HP	kazan5500_2015_05_26_1_L02_12HP	kazan5500_2015_05_26_1_L02_14HP	kazan5500_2015_05_26_1_L02_15HP	kazan5500_2015_05_26_1_L02_16HP	kazan5500_2015_05_26_1_L02_9HP	kazan5500_2015_05_26_1_L03_17HP	kazan5500_2015_05_26_1_L03_19HP	kazan5500_2015_05_26_1_L03_20HP	kazan5500_2015_05_26_1_L03_21HP	kazan5500_2015_05_26_1_L03_22HP	kazan5500_2015_05_26_1_L03_23HP	kazan5500_2015_05_26_1_L03_24HP	kazan5500_2015_05_26_1_L04_25HP	kazan5500_2015_05_26_1_L04_26HP	kazan5500_2015_05_26_1_L04_27HP	kazan5500_2015_05_26_1_L04_28HP	kazan5500_2015_05_26_1_L04_29HP	kazan5500_2015_05_26_1_L04_30HP	kazan5500_2015_05_26_1_L04_31HP	kazan5500_2015_05_26_1_L05_32HP	kazan5500_2015_05_26_1_L05_33HP	kazan5500_2015_05_26_1_L05_34HP	kazan5500_2015_05_26_1_L05_36HP	kazan5500_2015_05_26_1_L05_37HP	kazan5500_2015_05_26_1_L05_38HP	kazan5500_2015_05_26_1_L05_39HP	kazan5500_2015_05_26_1_L06_40HP	kazan5500_2015_05_26_1_L06_41HP	kazan5500_2015_05_26_1_L06_42HP	kazan5500_2015_05_26_1_L06_43HP	kazan5500_2015_05_26_1_L06_44HP	kazan5500_2015_05_26_1_L06_45HP	kazan5500_2015_05_26_1_L06_46HP	kazan5500_2015_06_20_1_L01_50HP	kazan5500_2015_06_20_1_L01_52HP	kazan5500_2015_06_20_1_L01_53HP	kazan5500_2015_06_20_1_L01_54HP	kazan5500_2015_06_20_1_L01_55HP	kazan5500_2015_06_20_1_L01_56HP	kazan5500_2015_06_20_1_L01_57HP	kazan5500_2015_06_20_1_L01_59HP	kazan5500_2015_06_20_1_L02_35HP	kazan5500_2015_06_20_1_L02_48HP	kazan5500_2015_06_20_1_L02_49HP	kazan5500_2015_06_20_1_L02_60HP	kazan5500_2015_06_20_1_L02_61HP	kazan5500_2015_06_20_1_L02_62HP	kazan5500_2015_06_20_1_L02_64HP	kazan5500_2015_06_20_1_L02_65HP	kazan5500_2015_09_22_1_L06_55HP	kazan5500_2015_11_27_1_L02_51HP	kazan5500_2015_11_27_1_L02_58HP	kazan5500_2015_11_27_1_L02_63HP	kazan5500_2015_11_27_1_L02_84HP	kazan5500_2015_11_27_1_L02_97HP	kazan5500_2015_11_27_1_L03_100HP	kazan5500_2015_11_27_1_L03_101HP	kazan5500_2015_11_27_1_L03_102HP	kazan5500_2015_11_27_1_L03_105HP	kazan5500_2015_11_27_1_L03_73HP	kazan5500_2015_11_27_1_L03_74HP	kazan5500_2015_11_27_1_L04_76HP	kazan5500_2015_11_27_1_L04_77HP	kazan5500_2015_11_27_1_L04_78HP	kazan5500_2015_11_27_1_L04_79HP	kazan5500_2015_11_27_1_L04_80HP	kazan5500_2015_11_27_1_L05_81HP	kazan5500_2015_11_27_1_L05_83HP	kazan5500_2015_11_27_1_L05_85HP	kazan5500_2015_11_27_1_L05_86HP	kazan5500_2015_11_27_1_L05_88HP	kazan5500_2015_11_27_1_L05_89HP	kazan5500_2015_11_27_1_L05_90HP	kazan5500_2015_11_27_1_L06_92HP	kazan5500_2015_11_27_1_L06_93HP	kazan5500_2015_11_27_1_L06_95HP	kazan5500_2015_11_27_1_L06_96HP	kazan5500_2015_11_27_1_L06_98HP	kazan5500_2015_12_11_L01_66HP	kazan5500_2015_12_11_L01_67HP	kazan5500_2015_12_11_L01_68HP	kazan5500_2015_12_11_L01_69HP	kazan5500_2015_12_11_L01_70HP	kazan5500_2015_12_11_L01_71HP	kazan5500_2015_12_11_L02_106HP	kazan5500_2015_12_11_L02_107HP	kazan5500_2015_12_11_L02_108HP	kazan5500_2015_12_11_L02_72HP	kazan5500_2015_12_11_L05_7HP	kazan5500_2016_01_26_1_L04_109HP	kazan5500_2016_04_22_1_L01_115HP	kazan5500_2016_04_22_1_L01_119HP	kazan5500_2016_04_22_1_L02_137HP	kazan5500_2016_04_22_1_L02_138HP	kazan5500_2016_04_22_1_L02_140HP	kazan5500_2016_04_22_1_L02_141HP	kazan5500_2016_04_22_1_L02_144HP	kazan5500_2016_04_22_1_L02_145HP	kazan5500_2016_04_22_1_L02_147HP	kazan5500_2016_04_22_1_L03_134HP	kazan5500_2016_04_22_1_L03_135HP	kazan5500_2016_04_22_1_L03_136HP	kazan5500_2016_04_22_1_L03_146HP	kazan5500_2016_04_22_1_L03_149HP	kazan5500_2016_04_22_1_L03_150HP	kazan5500_2016_04_22_1_L05_148HP	kazan5500_2016_05_31_HP_A_L01_130HP	kazan5500_2016_05_31_HP_A_L01_133HP	kazan5500_2016_05_31_HP_A_L01_142HP	kazan5500_2016_05_31_HP_A_L01_143HP	kazan5500_2016_05_31_HP_A_L01_152HP	kazan5500_2016_05_31_HP_A_L01_154HP	kazan5500_2016_05_31_HP_A_L01_165HP	kazan5500_2016_05_31_HP_A_L02_131HP	kazan5500_2016_05_31_HP_A_L02_151HP	kazan5500_2016_05_31_HP_A_L02_155HP	kazan5500_2016_05_31_HP_A_L02_157HP	kazan5500_2016_05_31_HP_A_L02_158HP	kazan5500_2016_05_31_HP_A_L02_159HP	kazan5500_2016_05_31_HP_A_L02_163HP	kazan5500_2016_05_31_HP_A_L03_160HP	kazan5500_2016_05_31_HP_A_L03_162HP	kazan5500_2016_05_31_HP_A_L03_164HP	kazan5500_2016_05_31_HP_A_L03_167HP	kazan5500_2016_05_31_HP_A_L03_168HP	kazan5500_2016_05_31_HP_A_L04_166HP	kazan5500_2016_12_14_1_L01_203HP	kazan5500_2016_12_14_1_L01_204HP	kazan5500_2016_12_14_1_L01_205HP	kazan5500_2016_12_14_1_L01_206HP	kazan5500_2016_12_14_1_L01_207HP	kazan5500_2016_12_14_1_L01_208HP	kazan5500_2016_12_14_1_L02_209HP	kazan5500_2016_12_14_1_L02_210HP	kazan5500_2016_12_14_1_L02_211HP	kazan5500_2016_12_14_1_L02_212HP	kazan5500_2016_12_14_1_L02_213HP	kazan5500_2016_12_14_1_L02_214HP	kazan5500_2016_12_14_1_L03_174HP	kazan5500_2016_12_14_1_L03_175HP	kazan5500_2016_12_14_1_L03_176HP	kazan5500_2016_12_14_1_L03_177HP	kazan5500_2016_12_14_1_L03_215HP	kazan5500_2016_12_14_1_L03_216HP	kazan5500_2016_12_14_1_L04_178HP	kazan5500_2016_12_14_1_L04_179HP	kazan5500_2016_12_14_1_L04_180HP	kazan5500_2016_12_14_1_L04_181HP	kazan5500_2016_12_14_1_L04_182HP	kazan5500_2016_12_14_1_L04_183HP	kazan5500_2016_12_14_1_L05_184HP	kazan5500_2016_12_14_1_L05_185HP	kazan5500_2016_12_14_1_L05_186HP	kazan5500_2016_12_14_1_L05_187HP	kazan5500_2016_12_14_1_L05_188HP	kazan5500_2016_12_14_1_L05_189HP	kazan5500_2016_12_14_1_L06_190HP	kazan5500_2016_12_14_1_L06_191HP
GO:0000054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.051	0	0	0	0	0	0	0	21.19	0	0	0	0	0	0	0	0	0	0	0	0	0	15.646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.342	0	0	0	0	0	0	0	0	0
GO:0000062	0	0.633	15.289	0	2.127	32.839	7.323	21.793	1.267	4.256	0.635	7.456	0	3.395	4.733	14.756	42.43	32.079	93.155	308.803	1.121	0	0	2.762	5.555	2.127	0	0	53.173	3.607	0.634	6.789	37.968	18.614	758.994	75.411	151.14	59.315	66.619	33.141	713.751	2.617	0.634	20.753	3.881	3.8	10.791	544.762	14.398	4.447	1.903	0	0	28.24	4.418	2.939	2.611	8.997	7.597	8.171	1.255	8.944	15.545	0	4.395	3.65	1.127	4.847	1.49	0	52.557	1.122	9.698	0	11.472	19.057	7.142	3.595	19.292	258.391	172.92	4.456	122.732	19.791	2.383	17.967	60.506	7.371	23.193	0	74.049	6.627	63.268	29.332	4.219	16.781	171.829	2.946	49.086	24.633	29.863	317.055	1.903	32.764	202.382	1.267	0	81.41	0	4.407	12.234	0	28.224	1.473	487.885	0	2.732	0	0.633	15.289	0	2.127	32.839	7.323	21.793	1.267	4.256	0.635	7.456	0	3.395	4.733	14.756	42.43	32.079	93.155	308.803	1.121	0	0	2.762	5.555	2.127	0	0	53.173	3.607	0.634	6.789	37.968	18.614	758.994	75.411	151.14	59.315	66.619	33.141	713.751	2.617	0.634	20.753	3.881	3.8	10.791	544.762	14.398	4.447
GO:0000079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.663	0	0	0	0	0	0	0	21.047	0	0	0	0	0	0	0	0	0	0	0	0	0	8.661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.277	0	0	0	0	0	0	0	0	0
GO:0000082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.239	0	0	0	0	0	0	0	29.493	0	0	0	0	0	0	0	0	0	0	0	0	0	27.864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.144	0	0	0	0	0	0	0	0	0
GO:0000105	14695.132	18896.712	11906.586	35881.77	14454.551	26511.596	25508.897	15493.944	11056.509	15504.755	8526.103	7248.017	26829.13	10869.513	6928.053	17640.058	19563.108	16661.821	25974.769	21615.402	15110.532	31217.343	22193.931	44484.121	14010.701	36649.83	41118.049	30735.733	21419.416	22688.269	20941.956	48660.884	8736.951	12964.64	39136.085	18646.476	13125.739	24316.152	18318.086	19994.249	3369.456	4342.212	12906.467	8424.627	6506.498	4821.034	12632.787	9267.86	13008.081	3847.31	8462.756	2246.736	7688.479	7052.577	2676.348	2835.733	7845.723	16119.72	7390.245	6942.966	6295.117	9924.21	5553.995	7687.806	5881.037	6349.941	17727.336	8404.422	12716.954	20814.394	4229.018	6324.614	11210.62	22606.806	24556.418	24321.199	13529.881	17135.813	16127.342	12005.771	709.384	11962.166	17900.736	16818.603	30293.506	12506.732	3364.729	2383.924	18350.038	5818.68	32461.668	21574.333	12753.279	52199.248	5350.334	6242.161	1381.378	14142.851	4423.535	2429.77	23215.064	4898.639	21503.648	6431.577	8105.696	4290.072	3626.398	6198.141	4604.919	4283.504	3925.221	19882.787	14059.337	14071.302	26680.038	4891.116	12625.117	14695.132	18896.712	11906.586	35881.77	14454.551	26511.596	25508.897	15493.944	11056.509	15504.755	8526.103	7248.017	26829.13	10869.513	6928.053	17640.058	19563.108	16661.821	25974.769	21615.402	15110.532	31217.343	22193.931	44484.121	14010.701	36649.83	41118.049	30735.733	21419.416	22688.269	20941.956	48660.884	8736.951	12964.64	39136.085	18646.476	13125.739	24316.152	18318.086	19994.249	3369.456	4342.212	12906.467	8424.627	6506.498	4821.034	12632.787	9267.86	13008.081	3847.31
GO:0000107	2815.452	3323.088	2166.897	6552.467	2574.605	5891.521	4753.703	2680.768	2128.207	2760.857	1030.796	1278.37	4961.553	2080.077	1140.164	3603.692	3335.116	2976.672	4455.427	3928.72	2682.687	6175.875	3986.355	8112.75	2651.436	6730.82	8284.59	6243.713	3973.518	4203.947	3876.466	8894.795	1513.691	2295.883	7332.325	3458.88	2280.168	3502.86	3616.079	3655.297	597.069	796.569	2533.979	1652.804	1175.474	865.488	2915.538	1809.719	2344.002	717.52	1644.307	419.897	1507.82	1332.6	555.518	626.255	1420.679	3344.856	1285.6	1282.849	1250.152	1825.834	1165.351	1787.673	1125.424	1346.896	2799.31	1392.17	2394.071	4140.773	742.841	1238.325	2217.779	4164.112	4942.786	5074.414	2250.655	2943.217	2927.522	2364.522	152.658	2574.467	3783.643	2592.181	5130.021	2000.767	527.202	503.083	3385.456	1136.321	5779.051	4333.973	2356.178	10186.821	988.305	1123.178	264.959	2495.153	806.777	498.392	4173.223	822.477	3886.12	1126.081	1367.458	757.889	651.371	1099.273	870.33	677.264	687.647	3863.497	2643.963	2815.286	6679.716	803.508	2141.241	2815.452	3323.088	2166.897	6552.467	2574.605	5891.521	4753.703	2680.768	2128.207	2760.857	1030.796	1278.37	4961.553	2080.077	1140.164	3603.692	3335.116	2976.672	4455.427	3928.72	2682.687	6175.875	3986.355	8112.75	2651.436	6730.82	8284.59	6243.713	3973.518	4203.947	3876.466	8894.795	1513.691	2295.883	7332.325	3458.88	2280.168	3502.86	3616.079	3655.297	597.069	796.569	2533.979	1652.804	1175.474	865.488	2915.538	1809.719	2344.002	717.52
GO:0000109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.625	0	0	0	0	0	0	0	15.295	0	0	0	0	0	0	0	0	0	0	0	0	0	8.631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.08	0	0	0	0	0	0	0	0	0
GO:0000118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.871	0	0	0	0	0	0	0	11.325	0	0	0	0	0	0	0	0	0	0	0	0	0	13.301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.997	0	0	0	0	0	0	0	0	0
GO:0000122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268.812	0	0	0	0	0	0	0	288.693	0	0	0	0	0	0	0	0	0	0	0	0	0	68.908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.024	0	0	0	0	0	0	0	0	0
GO:0000124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.794	0	0	0	0	0	0	0	21.143	0	0	0	0	0	0	0	0	0	0	0	0	0	6.169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.695	0	0	0	0	0	0	0	0	0
GO:0000145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.427	0	0	0	0	0	0	0	2.321	0	0	0	0	0	0	0	0	0	0	0	0	0	3.953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.759	0	0	0	0	0	0	0	0	0
GO:0000149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.304	0	0	0	0	0	0	0	14.447	0	0	0	0	0	0	0	0	0	0	0	0	0	8.268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.876	0	0	0	0	0	0	0	0	0
GO:0000150	30883.39	19483.201	39573.029	27595.72	14762.161	4703.78	25599.987	37206.935	19373.894	34894.677	16036.632	14637.651	28763.544	30651.652	18216.24	26725.352	49284.48	24283.174	26376.556	28342.509	24949.94	35874.639	52660.221	78794.493	30385.856	37824.514	12841.111	28318.909	42154.456	29746.774	43401.45	38699.685	36974.31	37032.098	49719.518	39612.16	34713.829	64811.039	24193.633	52007.811	9530.625	6756.24	16493.546	9897.879	13772.152	13822.043	7994.517	13335.07	13117.299	17038.171	25149.734	10511.897	19766.488	17018.796	3669.883	2623.16	16004.722	45851.819	17449.059	13680.701	11102.301	19053.034	9560.694	10224.648	24410.926	5390.379	40719.55	18952.878	13123.586	40558.071	8367.693	13317.074	17480.257	37064.828	30612.698	22526.808	18729.867	19354.248	34982.699	34007.412	1308.893	14926.332	7080.151	50953.136	103962.365	23264.9	5163.162	7733.418	26310.309	7478.331	57305.428	49259.732	17572.018	62518.586	15770.797	15797.569	1044.524	34917.604	6041.962	12488.055	36707.127	3737.65	38646.808	17681.921	7960.424	11009.209	24802.043	16818.01	4976.686	8115.295	11916.044	55662.224	49488.375	10095.909	45509.543	15386.03	30364.519	30883.39	19483.201	39573.029	27595.72	14762.161	4703.78	25599.987	37206.935	19373.894	34894.677	16036.632	14637.651	28763.544	30651.652	18216.24	26725.352	49284.48	24283.174	26376.556	28342.509	24949.94	35874.639	52660.221	78794.493	30385.856	37824.514	12841.111	28318.909	42154.456	29746.774	43401.45	38699.685	36974.31	37032.098	49719.518	39612.16	34713.829	64811.039	24193.633	52007.811	9530.625	6756.24	16493.546	9897.879	13772.152	13822.043	7994.517	13335.07	13117.299	17038.171
GO:0000155	60808.549	90378.502	40194.933	133292.044	41519.134	61069.052	84156.793	47390.564	32056.04	63670.275	31476.929	22537.44	118730.897	26877.036	25054.243	55918.645	94169.977	55779.693	83438.949	75385.05	49554.238	91977.535	76537.273	127024.727	51705.758	135518.253	94718.118	72719.244	73990.059	92266.591	93240.883	155931.543	38802.999	46666.904	116074.719	79151.493	53563.379	93530.291	52309.101	65425.622	12969.595	13132.661	47217.799	32324.524	22767.027	20601.338	34319.79	34072.789	38577.451	15417.667	28111.298	11331.11	32715.613	26218.317	8525.877	7446.961	27834.294	68137.542	27650.964	22460.403	19443.599	41862.247	18277.891	20823.039	24312.343	22514.768	87974.184	31151.462	47162.003	92196.47	10953.894	25575.051	29855.406	78073.631	89542.664	65574.395	50560.875	60833.326	54621.924	40038.758	2598.257	36389.956	48766.904	77455.509	122796.983	42669.383	14602.399	10177.952	65753.049	16027.913	101289.007	70099.387	30151.091	141256.244	22420.901	25034.751	4177.128	52859.249	13262.128	8535.785	56959.65	9718.49	82577.75	19865.224	41647.66	20014.186	17322.775	25716.364	21202.812	12058.561	11854.319	74996.457	65302.907	30291.345	112127.966	20160.03	44847.964	60808.549	90378.502	40194.933	133292.044	41519.134	61069.052	84156.793	47390.564	32056.04	63670.275	31476.929	22537.44	118730.897	26877.036	25054.243	55918.645	94169.977	55779.693	83438.949	75385.05	49554.238	91977.535	76537.273	127024.727	51705.758	135518.253	94718.118	72719.244	73990.059	92266.591	93240.883	155931.543	38802.999	46666.904	116074.719	79151.493	53563.379	93530.291	52309.101	65425.622	12969.595	13132.661	47217.799	32324.524	22767.027	20601.338	34319.79	34072.789	38577.451	15417.667
GO:0000156	550.414	428.406	361.16	99.32	847.256	134.701	1630.472	678.458	812.586	571.02	195.421	45.873	195.019	270.527	152.324	385.774	509.401	289.015	497.771	3437.504	402.328	266.438	415.53	1068.211	726.311	426.394	213.062	311.133	1293.327	288.718	432.444	3386.123	422.995	860.091	6444.226	1583.165	1602.12	793.781	427.409	817.497	3557.828	278.687	135.346	295.261	294.547	174.562	70.599	2799.321	1560.513	183.062	331.392	48.207	323.553	684.483	20.561	13.164	354.462	86.962	304.435	293.339	197.271	243.389	102.562	76.763	158.734	45.662	439.125	221.17	140.876	562.82	442.69	68.491	244.658	42.348	583.506	454.35	520.63	1024.029	456.032	1555.937	802	160.96	631.991	282.694	558.562	229.893	446.258	44.991	874.1	228.771	2582.787	251.339	990.232	4758.295	123.609	354.11	884.312	603.38	395.426	138.744	512.667	1518.206	147.343	283.451	859.942	132.166	255.455	417.813	53.38	149.85	77.326	579.196	840.927	1283.032	3752.811	257.875	808.498	550.414	428.406	361.16	99.32	847.256	134.701	1630.472	678.458	812.586	571.02	195.421	45.873	195.019	270.527	152.324	385.774	509.401	289.015	497.771	3437.504	402.328	266.438	415.53	1068.211	726.311	426.394	213.062	311.133	1293.327	288.718	432.444	3386.123	422.995	860.091	6444.226	1583.165	1602.12	793.781	427.409	817.497	3557.828	278.687	135.346	295.261	294.547	174.562	70.599	2799.321	1560.513	183.062
GO:0000159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.072	0	0	0	0	0	0	0	3.112	0	0	0	0	0	0	0	0	0	0	0	0	0	0.882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.291	0	0	0	0	0	0	0	0	0
GO:0000160	66218.163	61458.161	49031.2	98911.904	54409.486	43063.066	90098.23	59880.58	40733.483	71686.11	29947.391	21324.469	82870.009	34192.725	26747.233	64466.961	116365.343	51186.826	62245.833	64204.827	56347.46	75693.119	85205.52	156419.033	53680.816	98144.647	73263.103	58442.525	81950.944	62458.445	93400.526	160508.225	45327.937	60792.067	169492.634	84015.632	58803.181	109305.208	50493.376	80872.358	18684.537	15476.471	34905.579	26882.186	24732.629	21620.872	26696.618	41028.311	49340.697	17481.308	29006.636	12125.103	36465.092	33262.816	8940.469	6741.783	30679.72	80554.64	30412.792	24929.908	21485.113	49889.19	17483.427	19785.376	29840.563	20474.873	94431.073	26378.003	37134.216	84042.728	15207.249	22756.696	30043.394	62157.743	82864.446	58346.766	45834.464	56189.225	54123.49	49728.987	4186.032	31347.288	36597.708	81302.048	136996.201	39626.102	14134.077	9354.864	70064.805	18511.76	124825.603	84722.892	40996.62	196310.984	25207.567	28138.491	6372.511	62095.275	18023.118	11308.714	66881.749	12310.946	68422.812	23596.829	27990.943	20900.13	22985.741	29151.046	18128.794	15169.94	14150.971	104815.797	88022.475	52140.996	142031.257	27882.322	70465.92	66218.163	61458.161	49031.2	98911.904	54409.486	43063.066	90098.23	59880.58	40733.483	71686.11	29947.391	21324.469	82870.009	34192.725	26747.233	64466.961	116365.343	51186.826	62245.833	64204.827	56347.46	75693.119	85205.52	156419.033	53680.816	98144.647	73263.103	58442.525	81950.944	62458.445	93400.526	160508.225	45327.937	60792.067	169492.634	84015.632	58803.181	109305.208	50493.376	80872.358	18684.537	15476.471	34905.579	26882.186	24732.629	21620.872	26696.618	41028.311	49340.697	17481.308
GO:0000162	3129.63	3842.334	3091.976	9193.734	3844.606	9363.481	6878.76	1053.302	2481.876	3893.859	1428.726	1178.402	6515.864	3265.448	2103.907	4081.285	5772.491	4386.611	6205.199	5454.852	4054.723	9170.679	4323.986	10183.893	3580.629	8805.577	13413.296	11073.101	4886.194	5702.288	3884.549	14172.124	1521.777	2702.623	12025.824	5208.471	3302.405	6042.701	3649.831	4164.175	774.929	1189.196	3495.318	1761.044	1605.484	1078.2	4857.074	2639.468	4367.25	721.553	2356.726	496.843	1767.788	1399.657	878.757	901.682	2093.559	4921.156	1763.39	2349.436	1947.732	3249.002	1222.715	2542.96	1632.99	1691.096	4200.159	1800.137	3757.38	5468.022	628.113	1436.824	2898.593	4895.988	6416.812	7963.323	2937.062	4241.424	4446.86	3328.431	221.103	4016.245	6102.978	2900.29	6107.02	2565.359	767.353	605.447	5514.108	1833.09	7542.595	4909.263	3478.197	15458.96	1297.27	1883.447	492.767	4298.303	1554.177	431.553	4884.081	1002.475	4327.129	1470.58	1759.732	1228.652	606.069	1663.332	963.321	959.291	598.631	5104.632	4497.847	5311.891	9313.006	1484.676	3737.357	3129.63	3842.334	3091.976	9193.734	3844.606	9363.481	6878.76	1053.302	2481.876	3893.859	1428.726	1178.402	6515.864	3265.448	2103.907	4081.285	5772.491	4386.611	6205.199	5454.852	4054.723	9170.679	4323.986	10183.893	3580.629	8805.577	13413.296	11073.101	4886.194	5702.288	3884.549	14172.124	1521.777	2702.623	12025.824	5208.471	3302.405	6042.701	3649.831	4164.175	774.929	1189.196	3495.318	1761.044	1605.484	1078.2	4857.074	2639.468	4367.25	721.553
