class,mechanism,group,count,sampleID
Elfamycins,EF-Tu inhibition,TUFAB,85,kazan5500_2015_05_26_1_L06_40HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA,17,kazan5500_2015_05_26_1_L06_40HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRB,19,kazan5500_2015_05_26_1_L06_40HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,12,kazan5500_2015_05_26_1_L06_40HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,parE,9,kazan5500_2015_05_26_1_L06_40HP
Glycopeptides,VanB-type accessory protein,VANWB,1,kazan5500_2015_05_26_1_L06_40HP
Glycopeptides,VanC-type resistance protein,VANTC,1,kazan5500_2015_05_26_1_L06_40HP
Glycopeptides,VanD-type accessory protein,VANYD,2,kazan5500_2015_05_26_1_L06_40HP
Glycopeptides,VanD-type regulator,VANRD,9,kazan5500_2015_05_26_1_L06_40HP
Glycopeptides,VanD-type regulator,VANSD,7,kazan5500_2015_05_26_1_L06_40HP
Glycopeptides,VanD-type resistance protein,VAND,6,kazan5500_2015_05_26_1_L06_40HP
Glycopeptides,VanD-type resistance protein,VANHD,2,kazan5500_2015_05_26_1_L06_40HP
Glycopeptides,VanG-type resistance protein,VANTG,3,kazan5500_2015_05_26_1_L06_40HP
Glycopeptides,VanG-type resistance protein,VANXYG,1,kazan5500_2015_05_26_1_L06_40HP
Lipopeptides,Daptomycin-resistant beta-subunit of RNA polymerase RpoC,RPOC,4,kazan5500_2015_05_26_1_L06_40HP
MLS,23S rRNA methyltransferases,ERM,3,kazan5500_2015_05_26_1_L06_40HP
MLS,23S rRNA methyltransferases,ERMB,39,kazan5500_2015_05_26_1_L06_40HP
MLS,23S rRNA methyltransferases,ERMF,219,kazan5500_2015_05_26_1_L06_40HP
MLS,23S rRNA methyltransferases,ERMG,44,kazan5500_2015_05_26_1_L06_40HP
MLS,23S rRNA methyltransferases,ERMX,4,kazan5500_2015_05_26_1_L06_40HP
MLS,Lincosamide nucleotidyltransferases,LNUC,2,kazan5500_2015_05_26_1_L06_40HP
MLS,Macrolide phosphotransferases,MPHA,2,kazan5500_2015_05_26_1_L06_40HP
MLS,Macrolide resistance efflux pumps,MEFA,45,kazan5500_2015_05_26_1_L06_40HP
MLS,Macrolide resistance efflux pumps,MSRC,1,kazan5500_2015_05_26_1_L06_40HP
MLS,Streptogramin resistance ATP-binding cassette ABC efflux pumps,LSA,1,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,MDR mutant porin proteins,OMPF,8,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,MDR regulator,ASMA,10,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,MDR regulator,BAER,3,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,MDR regulator,BAES,1,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,MDR regulator,CPXA,3,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,MDR regulator,CPXAR,6,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,MDR regulator,CRP,6,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,MDR regulator,EMRR,2,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,MDR regulator,EVGA,4,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,MDR regulator,EVGS,15,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,MDR regulator,GADX,7,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,MDR regulator,MARA,3,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,MDR regulator,MARR,1,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,MDR regulator,PHOQ,4,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,MDR regulator,SOXS,6,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,Multi-drug efflux pumps,ACRB,2,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,Multi-drug efflux pumps,EMRA,4,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,Multi-drug efflux pumps,EMRB,5,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,Multi-drug efflux pumps,EMRE,1,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,Multi-drug efflux pumps,EMRK,10,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,Multi-drug efflux pumps,EMRY,7,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,Multi-drug efflux pumps,MDFA,4,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,Multi-drug efflux pumps,MDTA,2,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,Multi-drug efflux pumps,MDTB,12,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,Multi-drug efflux pumps,MDTC,37,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,Multi-drug efflux pumps,MDTD,5,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,Multi-drug efflux pumps,MDTE,3,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,Multi-drug efflux pumps,MDTG,2,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,Multi-drug efflux pumps,MDTH,7,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,Multi-drug efflux pumps,MDTK,1,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,Multi-drug efflux pumps,MDTL,8,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,Multi-drug efflux pumps,MDTN,1,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,Multi-drug efflux pumps,MDTO,12,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,Multi-drug efflux pumps,MDTP,6,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,Multi-drug efflux pumps,PHOP,2,kazan5500_2015_05_26_1_L06_40HP
Multi-drug resistance,Multi-drug efflux pumps,TOLC,5,kazan5500_2015_05_26_1_L06_40HP
Phenicol,Chloramphenicol acetyltransferases,CAT,26,kazan5500_2015_05_26_1_L06_40HP
Phenicol,Chloramphenicol acetyltransferases,CATB,2,kazan5500_2015_05_26_1_L06_40HP
Phenicol,Chloramphenicol acetyltransferases,CATP,108,kazan5500_2015_05_26_1_L06_40HP
Phenicol,Phenicol efflux pumps,CML,19,kazan5500_2015_05_26_1_L06_40HP
Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB,71,kazan5500_2015_05_26_1_L06_40HP
Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,FOLP,8,kazan5500_2015_05_26_1_L06_40HP
Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULI,4,kazan5500_2015_05_26_1_L06_40HP
Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULII,2,kazan5500_2015_05_26_1_L06_40HP
Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULIII,13,kazan5500_2015_05_26_1_L06_40HP
Tetracyclines,Tetracycline inactivation enzymes,TETX,1,kazan5500_2015_05_26_1_L06_40HP
Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA,13,kazan5500_2015_05_26_1_L06_40HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET32,1226,kazan5500_2015_05_26_1_L06_40HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET40,46,kazan5500_2015_05_26_1_L06_40HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET44,523,kazan5500_2015_05_26_1_L06_40HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETM,4,kazan5500_2015_05_26_1_L06_40HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETO,1230,kazan5500_2015_05_26_1_L06_40HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETQ,955,kazan5500_2015_05_26_1_L06_40HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETS,1,kazan5500_2015_05_26_1_L06_40HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETW,1790,kazan5500_2015_05_26_1_L06_40HP
Tetracyclines,Tetracycline transcriptional repressor,TETR,4,kazan5500_2015_05_26_1_L06_40HP
Trimethoprim,Dihydrofolate reductase,DFRA,1,kazan5500_2015_05_26_1_L06_40HP
Trimethoprim,Dihydrofolate reductase,DFRF,21,kazan5500_2015_05_26_1_L06_40HP
Trimethoprim,Dihydrofolate reductase,DHFR,4,kazan5500_2015_05_26_1_L06_40HP
Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,gyrB,3,kazan5500_2015_05_26_1_L05_39HP
Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,15,kazan5500_2015_05_26_1_L05_39HP
Aminoglycosides,16S rRNA methyltransferases,RMTG,1,kazan5500_2015_05_26_1_L05_39HP
Aminoglycosides,Aminoglycoside efflux pumps,ACRD,41,kazan5500_2015_05_26_1_L05_39HP
Aminoglycosides,Aminoglycoside efflux pumps,ACRE,22,kazan5500_2015_05_26_1_L05_39HP
Aminoglycosides,Aminoglycoside efflux pumps,ACRF,60,kazan5500_2015_05_26_1_L05_39HP
Aminoglycosides,Aminoglycoside efflux regulator,ACRS,20,kazan5500_2015_05_26_1_L05_39HP
Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,1,kazan5500_2015_05_26_1_L05_39HP
Aminoglycosides,Aminoglycoside N-acetyltransferases,SAT,5,kazan5500_2015_05_26_1_L05_39HP
Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME,3,kazan5500_2015_05_26_1_L05_39HP
Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6,12,kazan5500_2015_05_26_1_L05_39HP
Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME,6,kazan5500_2015_05_26_1_L05_39HP
Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME,82,kazan5500_2015_05_26_1_L05_39HP
Aminoglycosides,Aminoglycoside O-phosphotransferases,APH6,3,kazan5500_2015_05_26_1_L05_39HP
Aminoglycosides,Aminoglycoside O-phosphotransferases,APH6-PRIME,1,kazan5500_2015_05_26_1_L05_39HP
Bacitracin,Undecaprenyl pyrophosphate phosphatase,BACA,15,kazan5500_2015_05_26_1_L05_39HP
betalactams,Class A betalactamases,CARB,2,kazan5500_2015_05_26_1_L05_39HP
betalactams,Class A betalactamases,CBLA,2,kazan5500_2015_05_26_1_L05_39HP
betalactams,Class A betalactamases,CEPA,9,kazan5500_2015_05_26_1_L05_39HP
betalactams,Class A betalactamases,CFX,266,kazan5500_2015_05_26_1_L05_39HP
betalactams,Class A betalactamases,CTX,2,kazan5500_2015_05_26_1_L05_39HP
betalactams,Class A betalactamases,GES,7,kazan5500_2015_05_26_1_L05_39HP
betalactams,Class A betalactamases,TEM,3,kazan5500_2015_05_26_1_L05_39HP
betalactams,Class C betalactamases,BLAEC,20,kazan5500_2015_05_26_1_L05_39HP
betalactams,Class D betalactamases,OXA,2,kazan5500_2015_05_26_1_L05_39HP
betalactams,Mutant porin proteins,OMP36,3,kazan5500_2015_05_26_1_L05_39HP
betalactams,Penicillin binding protein,AMPH,17,kazan5500_2015_05_26_1_L05_39HP
betalactams,Penicillin binding protein,PBP2,35,kazan5500_2015_05_26_1_L05_39HP
betalactams,Penicillin binding protein,PBP2B,3,kazan5500_2015_05_26_1_L05_39HP
betalactams,Penicillin binding protein,PBP4B,11,kazan5500_2015_05_26_1_L05_39HP
Cationic antimicrobial peptides,Lipid A modification,ARNA,26,kazan5500_2015_05_26_1_L05_39HP
Cationic antimicrobial peptides,Lipid A modification,PMRC,52,kazan5500_2015_05_26_1_L05_39HP
Cationic antimicrobial peptides,Lipid A modification,PMRF,19,kazan5500_2015_05_26_1_L05_39HP
Cationic antimicrobial peptides,Polymyxin B resistance regulator,pmrA,13,kazan5500_2015_05_26_1_L05_39HP
Cationic antimicrobial peptides,Polymyxin B resistance regulator,PMRB,21,kazan5500_2015_05_26_1_L05_39HP
Cationic antimicrobial peptides,Polymyxin-resistant phoP,phoP,6,kazan5500_2015_05_26_1_L05_39HP
Elfamycins,EF-Tu inhibition,TUFAB,116,kazan5500_2015_05_26_1_L05_39HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA,23,kazan5500_2015_05_26_1_L05_39HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRB,42,kazan5500_2015_05_26_1_L05_39HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,45,kazan5500_2015_05_26_1_L05_39HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,parE,14,kazan5500_2015_05_26_1_L05_39HP
Glycopeptides,VanD-type accessory protein,VANYD,4,kazan5500_2015_05_26_1_L05_39HP
Glycopeptides,VanD-type regulator,VANRD,6,kazan5500_2015_05_26_1_L05_39HP
Glycopeptides,VanD-type regulator,VANSD,9,kazan5500_2015_05_26_1_L05_39HP
Glycopeptides,VanD-type resistance protein,VAND,3,kazan5500_2015_05_26_1_L05_39HP
Glycopeptides,VanD-type resistance protein,VANHD,2,kazan5500_2015_05_26_1_L05_39HP
Glycopeptides,VanD-type resistance protein,VANXD,4,kazan5500_2015_05_26_1_L05_39HP
Glycopeptides,VanG-type accessory protein,VANWG,1,kazan5500_2015_05_26_1_L05_39HP
Glycopeptides,VanG-type regulator,VANRG,2,kazan5500_2015_05_26_1_L05_39HP
Glycopeptides,VanG-type resistance protein,VANG,3,kazan5500_2015_05_26_1_L05_39HP
Glycopeptides,VanG-type resistance protein,VANTG,11,kazan5500_2015_05_26_1_L05_39HP
Glycopeptides,VanG-type resistance protein,VANXYG,1,kazan5500_2015_05_26_1_L05_39HP
Lipopeptides,Daptomycin-resistant beta-subunit of RNA polymerase RpoC,RPOC,6,kazan5500_2015_05_26_1_L05_39HP
MLS,23S rRNA methyltransferases,ERMB,5,kazan5500_2015_05_26_1_L05_39HP
MLS,23S rRNA methyltransferases,ERMF,76,kazan5500_2015_05_26_1_L05_39HP
MLS,23S rRNA methyltransferases,ERMG,43,kazan5500_2015_05_26_1_L05_39HP
MLS,23S rRNA methyltransferases,ERMT,1,kazan5500_2015_05_26_1_L05_39HP
MLS,Lincosamide nucleotidyltransferases,LNUC,2,kazan5500_2015_05_26_1_L05_39HP
MLS,Macrolide phosphotransferases,MPHA,1,kazan5500_2015_05_26_1_L05_39HP
MLS,Macrolide resistance efflux pumps,MEFA,77,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,MDR mutant porin proteins,OMPF,7,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,MDR regulator,ASMA,34,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,MDR regulator,BAER,8,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,MDR regulator,BAES,15,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,MDR regulator,CPXA,9,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,MDR regulator,CPXAR,36,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,MDR regulator,CRP,11,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,MDR regulator,EMRR,10,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,MDR regulator,EVGA,9,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,MDR regulator,EVGS,59,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,MDR regulator,GADX,22,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,MDR regulator,HNS,3,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,MDR regulator,MARA,12,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,MDR regulator,MARR,3,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,MDR regulator,PHOQ,29,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,MDR regulator,SOXS,10,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,Multi-drug efflux pumps,ACRB,3,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,Multi-drug efflux pumps,EMRA,18,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,Multi-drug efflux pumps,EMRB,13,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,Multi-drug efflux pumps,EMRE,4,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,Multi-drug efflux pumps,EMRK,20,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,Multi-drug efflux pumps,EMRY,25,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,Multi-drug efflux pumps,MDFA,15,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,Multi-drug efflux pumps,MDTA,15,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,Multi-drug efflux pumps,MDTB,25,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,Multi-drug efflux pumps,MDTC,111,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,Multi-drug efflux pumps,MDTD,15,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,Multi-drug efflux pumps,MDTE,21,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,Multi-drug efflux pumps,MDTG,20,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,Multi-drug efflux pumps,MDTH,18,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,Multi-drug efflux pumps,MDTK,21,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,Multi-drug efflux pumps,MDTL,32,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,Multi-drug efflux pumps,MDTN,10,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,Multi-drug efflux pumps,MDTO,39,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,Multi-drug efflux pumps,MDTP,16,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,Multi-drug efflux pumps,MSBA,7,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,Multi-drug efflux pumps,PHOP,2,kazan5500_2015_05_26_1_L05_39HP
Multi-drug resistance,Multi-drug efflux pumps,TOLC,16,kazan5500_2015_05_26_1_L05_39HP
Phenicol,Chloramphenicol acetyltransferases,CAT,11,kazan5500_2015_05_26_1_L05_39HP
Phenicol,Chloramphenicol acetyltransferases,CATB,2,kazan5500_2015_05_26_1_L05_39HP
Phenicol,Chloramphenicol acetyltransferases,CATP,3,kazan5500_2015_05_26_1_L05_39HP
Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB,126,kazan5500_2015_05_26_1_L05_39HP
Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,FOLP,9,kazan5500_2015_05_26_1_L05_39HP
Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULI,12,kazan5500_2015_05_26_1_L05_39HP
Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULII,1,kazan5500_2015_05_26_1_L05_39HP
Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA,4,kazan5500_2015_05_26_1_L05_39HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET32,1573,kazan5500_2015_05_26_1_L05_39HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET40,54,kazan5500_2015_05_26_1_L05_39HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET44,74,kazan5500_2015_05_26_1_L05_39HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETM,11,kazan5500_2015_05_26_1_L05_39HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETO,1141,kazan5500_2015_05_26_1_L05_39HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETQ,979,kazan5500_2015_05_26_1_L05_39HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETW,2140,kazan5500_2015_05_26_1_L05_39HP
Tetracyclines,Tetracycline transcriptional repressor,TETR,1,kazan5500_2015_05_26_1_L05_39HP
Trimethoprim,Dihydrofolate reductase,DFRF,18,kazan5500_2015_05_26_1_L05_39HP
Trimethoprim,Dihydrofolate reductase,DHFR,6,kazan5500_2015_05_26_1_L05_39HP
Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,4,kazan5500_2015_05_26_1_L05_38HP
Aminoglycosides,Aminoglycoside efflux pumps,ACRD,12,kazan5500_2015_05_26_1_L05_38HP
Aminoglycosides,Aminoglycoside efflux pumps,ACRE,6,kazan5500_2015_05_26_1_L05_38HP
Aminoglycosides,Aminoglycoside efflux pumps,ACRF,15,kazan5500_2015_05_26_1_L05_38HP
Aminoglycosides,Aminoglycoside efflux regulator,ACRS,2,kazan5500_2015_05_26_1_L05_38HP
Aminoglycosides,Aminoglycoside N-acetyltransferases,SAT,1,kazan5500_2015_05_26_1_L05_38HP
Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME,4,kazan5500_2015_05_26_1_L05_38HP
Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6,1,kazan5500_2015_05_26_1_L05_38HP
Bacitracin,Undecaprenyl pyrophosphate phosphatase,BACA,3,kazan5500_2015_05_26_1_L05_38HP
betalactams,Class A betalactamases,CBLA,156,kazan5500_2015_05_26_1_L05_38HP
betalactams,Class A betalactamases,CEPA,2,kazan5500_2015_05_26_1_L05_38HP
betalactams,Class A betalactamases,CFX,8,kazan5500_2015_05_26_1_L05_38HP
betalactams,Class C betalactamases,BLAEC,3,kazan5500_2015_05_26_1_L05_38HP
betalactams,Class D betalactamases,OXA,1,kazan5500_2015_05_26_1_L05_38HP
betalactams,Penicillin binding protein,AMPH,2,kazan5500_2015_05_26_1_L05_38HP
betalactams,Penicillin binding protein,PBP2,6,kazan5500_2015_05_26_1_L05_38HP
betalactams,Penicillin binding protein,PBP2B,2,kazan5500_2015_05_26_1_L05_38HP
Cationic antimicrobial peptides,Lipid A modification,ARNA,12,kazan5500_2015_05_26_1_L05_38HP
Cationic antimicrobial peptides,Lipid A modification,PMRC,8,kazan5500_2015_05_26_1_L05_38HP
Cationic antimicrobial peptides,Lipid A modification,PMRF,5,kazan5500_2015_05_26_1_L05_38HP
Cationic antimicrobial peptides,Polymyxin B resistance regulator,PMRB,9,kazan5500_2015_05_26_1_L05_38HP
Cationic antimicrobial peptides,Polymyxin-resistant phoP,phoP,1,kazan5500_2015_05_26_1_L05_38HP
Elfamycins,EF-Tu inhibition,TUFAB,74,kazan5500_2015_05_26_1_L05_38HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA,6,kazan5500_2015_05_26_1_L05_38HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRB,7,kazan5500_2015_05_26_1_L05_38HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,9,kazan5500_2015_05_26_1_L05_38HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,parE,3,kazan5500_2015_05_26_1_L05_38HP
MLS,23S rRNA methyltransferases,ERM,14,kazan5500_2015_05_26_1_L05_38HP
MLS,23S rRNA methyltransferases,ERMB,162,kazan5500_2015_05_26_1_L05_38HP
MLS,23S rRNA methyltransferases,ERMF,360,kazan5500_2015_05_26_1_L05_38HP
MLS,23S rRNA methyltransferases,ERMG,5,kazan5500_2015_05_26_1_L05_38HP
MLS,23S rRNA methyltransferases,ERMT,4,kazan5500_2015_05_26_1_L05_38HP
MLS,Lincosamide nucleotidyltransferases,LNUC,7,kazan5500_2015_05_26_1_L05_38HP
MLS,Macrolide resistance efflux pumps,MACB,1,kazan5500_2015_05_26_1_L05_38HP
MLS,Macrolide resistance efflux pumps,MEFA,6,kazan5500_2015_05_26_1_L05_38HP
MLS,Macrolide resistance efflux pumps,MEL,1,kazan5500_2015_05_26_1_L05_38HP
Multi-drug resistance,MDR mutant porin proteins,omp36,1,kazan5500_2015_05_26_1_L05_38HP
Multi-drug resistance,MDR mutant porin proteins,OMPF,6,kazan5500_2015_05_26_1_L05_38HP
Multi-drug resistance,MDR regulator,ASMA,5,kazan5500_2015_05_26_1_L05_38HP
Multi-drug resistance,MDR regulator,BAES,1,kazan5500_2015_05_26_1_L05_38HP
Multi-drug resistance,MDR regulator,CPXA,2,kazan5500_2015_05_26_1_L05_38HP
Multi-drug resistance,MDR regulator,CPXAR,6,kazan5500_2015_05_26_1_L05_38HP
Multi-drug resistance,MDR regulator,CRP,4,kazan5500_2015_05_26_1_L05_38HP
Multi-drug resistance,MDR regulator,EMRR,1,kazan5500_2015_05_26_1_L05_38HP
Multi-drug resistance,MDR regulator,EVGA,3,kazan5500_2015_05_26_1_L05_38HP
Multi-drug resistance,MDR regulator,EVGS,14,kazan5500_2015_05_26_1_L05_38HP
Multi-drug resistance,MDR regulator,HNS,1,kazan5500_2015_05_26_1_L05_38HP
Multi-drug resistance,MDR regulator,MARA,2,kazan5500_2015_05_26_1_L05_38HP
Multi-drug resistance,MDR regulator,SOXS,1,kazan5500_2015_05_26_1_L05_38HP
Multi-drug resistance,Multi-drug efflux pumps,ACRB,3,kazan5500_2015_05_26_1_L05_38HP
Multi-drug resistance,Multi-drug efflux pumps,EMRA,3,kazan5500_2015_05_26_1_L05_38HP
Multi-drug resistance,Multi-drug efflux pumps,EMRB,7,kazan5500_2015_05_26_1_L05_38HP
Multi-drug resistance,Multi-drug efflux pumps,EMRK,4,kazan5500_2015_05_26_1_L05_38HP
Multi-drug resistance,Multi-drug efflux pumps,EMRY,6,kazan5500_2015_05_26_1_L05_38HP
Multi-drug resistance,Multi-drug efflux pumps,MDFA,2,kazan5500_2015_05_26_1_L05_38HP
Multi-drug resistance,Multi-drug efflux pumps,MDTA,3,kazan5500_2015_05_26_1_L05_38HP
Multi-drug resistance,Multi-drug efflux pumps,MDTB,12,kazan5500_2015_05_26_1_L05_38HP
Multi-drug resistance,Multi-drug efflux pumps,MDTC,20,kazan5500_2015_05_26_1_L05_38HP
Multi-drug resistance,Multi-drug efflux pumps,MDTD,9,kazan5500_2015_05_26_1_L05_38HP
Multi-drug resistance,Multi-drug efflux pumps,MDTE,6,kazan5500_2015_05_26_1_L05_38HP
Multi-drug resistance,Multi-drug efflux pumps,MDTG,2,kazan5500_2015_05_26_1_L05_38HP
Multi-drug resistance,Multi-drug efflux pumps,MDTH,7,kazan5500_2015_05_26_1_L05_38HP
Multi-drug resistance,Multi-drug efflux pumps,MDTK,2,kazan5500_2015_05_26_1_L05_38HP
Multi-drug resistance,Multi-drug efflux pumps,MDTL,4,kazan5500_2015_05_26_1_L05_38HP
Multi-drug resistance,Multi-drug efflux pumps,MDTN,5,kazan5500_2015_05_26_1_L05_38HP
Multi-drug resistance,Multi-drug efflux pumps,MDTO,7,kazan5500_2015_05_26_1_L05_38HP
Multi-drug resistance,Multi-drug efflux pumps,MDTP,11,kazan5500_2015_05_26_1_L05_38HP
Multi-drug resistance,Multi-drug efflux pumps,MSBA,2,kazan5500_2015_05_26_1_L05_38HP
Multi-drug resistance,Multi-drug efflux pumps,PHOP,1,kazan5500_2015_05_26_1_L05_38HP
Multi-drug resistance,Multi-drug efflux pumps,TOLC,7,kazan5500_2015_05_26_1_L05_38HP
Phenicol,Chloramphenicol acetyltransferases,CAT,30,kazan5500_2015_05_26_1_L05_38HP
Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB,57,kazan5500_2015_05_26_1_L05_38HP
Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,FOLP,6,kazan5500_2015_05_26_1_L05_38HP
